Age,HourlyRate,Education,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,DailyRate,MonthlyRate,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender_F,Gender_M,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,OverTime_No,OverTime_Yes
25,64,1,7,4,2,1,4,1280,26897,2889,1,11,3,3,80,2,2,2,3,2,2,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
50,50,2,8,2,3,2,3,562,23452,6796,3,14,3,1,80,1,18,4,3,4,3,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
40,35,4,9,4,3,1,2,1469,25063,3617,8,14,3,4,80,1,3,2,3,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
40,38,2,6,3,3,4,4,898,17381,16437,1,21,4,4,80,0,21,2,3,21,7,7,7,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
51,30,4,1,1,2,3,1,1456,25796,7484,3,20,4,3,80,0,23,1,2,13,12,12,8,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
28,67,2,1,1,1,1,2,654,3872,2216,7,13,3,4,80,0,10,4,3,7,7,3,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
40,62,4,2,2,3,2,2,1184,25440,4327,5,12,3,4,80,3,5,2,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
46,74,4,8,4,2,2,1,1003,21029,4615,8,23,4,1,80,3,19,2,3,16,13,1,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
40,98,3,2,3,3,2,4,523,22455,4661,1,13,3,3,80,0,9,4,3,9,8,8,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
33,42,3,1,2,2,2,4,1069,12291,6949,0,14,3,1,80,0,6,3,3,5,0,1,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
53,78,4,2,1,2,4,4,1219,22021,15427,2,16,3,3,80,0,31,3,3,25,8,3,7,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
30,72,1,2,3,3,1,2,202,17434,2476,1,18,3,1,80,1,1,3,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
40,47,2,9,1,3,2,1,1342,19345,5473,0,12,3,4,80,0,9,5,4,8,4,7,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
39,64,4,2,3,3,3,3,505,6420,10938,0,25,4,4,80,0,20,1,3,19,6,11,8,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
26,95,3,1,3,3,1,1,157,20006,2867,0,13,3,4,80,0,8,6,2,7,7,7,6,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
52,89,3,2,3,2,1,4,1323,3300,3212,7,15,3,2,80,0,6,3,2,2,2,2,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
31,40,3,10,3,3,3,3,697,26862,11031,4,20,4,3,80,1,13,2,4,11,7,4,8,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
36,94,3,27,3,3,2,3,1299,16577,5237,6,13,3,2,80,2,17,3,2,7,7,7,7,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
38,57,3,7,4,4,1,3,693,15748,2610,1,11,3,4,80,3,4,2,3,4,2,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
42,37,1,2,3,3,4,3,495,26582,17861,0,13,3,4,80,0,21,3,2,20,8,2,10,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
38,37,3,1,3,4,1,3,433,6004,2844,1,13,3,4,80,1,7,2,4,7,6,5,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
39,42,3,2,4,2,2,4,1383,7790,5204,8,11,3,3,80,2,13,2,3,5,4,0,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
22,75,1,7,4,3,1,2,391,26092,2472,1,23,4,1,80,0,1,2,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
24,58,1,22,4,1,1,3,240,11585,1555,1,11,3,3,80,1,1,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
47,33,2,2,3,3,4,4,202,12982,16752,1,11,3,3,80,1,26,3,2,26,14,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
44,61,2,9,2,3,1,1,661,7508,2559,1,13,3,4,80,0,8,0,3,8,7,7,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
46,75,2,7,4,3,3,3,566,24208,10845,6,13,3,2,80,1,13,3,3,8,7,0,7,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
34,43,3,23,2,3,3,1,988,11533,9950,9,15,3,3,80,3,11,2,3,3,2,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
40,100,3,24,2,4,4,2,1479,17071,13194,4,16,3,4,80,0,22,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
30,33,4,29,3,3,3,2,1288,17799,9250,3,12,3,2,80,1,9,3,3,4,2,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
49,51,2,8,1,3,3,2,527,22477,7403,4,11,3,3,80,1,29,3,2,26,9,1,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
55,60,5,26,3,2,5,4,685,23037,19586,1,21,4,3,80,1,36,3,3,36,6,2,13,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
30,52,4,26,3,2,2,1,334,22967,6696,5,15,3,3,80,0,9,5,2,6,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
40,54,3,26,2,3,2,2,1395,8504,5605,1,11,3,1,80,1,20,2,3,20,7,2,13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
27,79,3,3,3,2,1,3,1450,25326,2566,1,15,3,4,80,1,1,2,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
32,66,3,1,2,3,2,2,548,7346,6220,1,17,3,2,80,2,10,3,3,10,4,0,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
53,78,2,7,1,2,3,4,661,20715,10934,7,18,3,4,80,1,35,3,3,5,2,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
27,41,4,2,2,3,1,2,1354,6073,2226,1,11,3,3,80,1,6,3,2,5,3,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
31,77,1,2,2,3,2,4,828,8346,6582,4,13,3,3,80,0,10,2,4,6,5,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
36,63,4,10,4,3,3,3,325,5747,7094,3,12,3,1,80,0,10,0,3,7,7,1,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
35,59,2,15,1,1,2,4,763,22098,5440,6,14,3,4,80,2,7,2,2,2,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
42,35,4,18,4,3,2,1,557,11189,5410,6,17,3,3,80,1,9,3,2,4,3,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
41,35,3,6,4,3,3,3,918,15869,9241,1,12,3,2,80,0,10,3,3,10,8,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
45,100,4,26,1,3,2,1,306,5630,4286,2,14,3,4,80,2,5,4,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
38,71,4,10,3,3,2,3,888,14814,6077,3,11,3,3,80,0,10,2,3,6,3,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
32,48,2,5,2,3,2,2,379,8891,6524,1,14,3,4,80,1,10,3,3,10,8,5,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
38,40,2,6,4,2,1,3,1153,16376,3702,1,11,3,2,80,1,5,3,3,5,4,0,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
26,46,3,10,3,3,2,4,572,9125,4684,1,13,3,1,80,0,5,4,3,5,3,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
41,94,2,1,2,3,2,4,1102,19479,5993,8,11,3,1,80,0,8,0,1,6,4,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
37,66,4,16,4,2,2,3,342,24558,6334,4,19,3,4,80,2,9,2,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
29,51,3,17,2,2,3,1,332,9769,7988,1,13,3,1,80,0,10,3,2,10,9,0,9,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
44,35,4,3,4,3,5,4,1315,9358,19513,4,12,3,1,80,1,26,2,4,2,2,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
31,70,4,16,1,3,3,3,1079,19002,8161,2,13,3,1,80,3,10,2,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
48,98,2,1,1,2,3,3,626,19294,5381,9,13,3,4,80,0,23,2,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
32,55,3,10,4,3,2,4,929,21703,5396,1,12,3,4,80,0,10,2,2,10,7,0,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
56,57,4,1,3,3,2,3,667,26236,6306,1,21,4,1,80,1,13,2,2,13,12,1,9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
36,77,3,1,3,1,3,1,363,4235,10252,2,21,4,3,80,1,17,2,3,7,7,7,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
19,96,3,10,1,2,1,2,504,6148,1859,1,25,4,2,80,0,1,2,4,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
24,62,3,9,3,4,1,3,581,17616,4401,1,16,3,4,80,1,5,1,3,5,3,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
36,76,4,8,1,2,3,1,1434,14229,7587,1,15,3,2,80,0,10,1,3,10,7,0,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
25,93,1,18,1,4,2,3,1372,12477,6232,2,11,3,2,80,0,6,3,2,3,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
29,87,1,6,4,2,1,2,352,15434,2804,1,11,3,4,80,0,1,3,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
36,55,3,6,2,4,1,4,132,22002,3038,3,12,3,2,80,0,5,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
29,83,3,10,4,3,1,2,1090,17967,2297,1,14,3,4,80,2,2,2,3,2,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
24,33,2,3,1,3,2,3,1353,17519,4999,0,21,4,1,80,1,4,2,2,3,2,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
32,49,4,29,3,2,1,2,267,15919,2837,1,13,3,3,80,0,6,3,3,6,2,4,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
39,87,3,9,4,3,5,4,105,15302,19431,2,13,3,3,80,0,21,3,2,6,0,1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
41,80,2,23,4,3,3,3,1206,11591,7082,3,16,3,4,80,0,21,2,3,2,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
46,52,2,15,4,3,5,2,1450,10849,19081,5,11,3,1,80,1,25,2,3,4,2,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
29,77,4,8,2,1,1,1,318,4759,2119,1,11,3,4,80,0,7,4,2,7,7,0,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
31,66,3,20,1,3,3,3,534,22908,9824,3,12,3,1,80,0,12,2,3,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
47,78,3,14,3,3,2,3,571,24200,4591,3,17,3,3,80,1,11,4,2,5,4,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
28,46,4,2,3,3,1,3,890,16374,4382,6,17,3,4,80,0,5,3,2,2,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
44,67,3,23,2,3,2,2,489,25043,2042,4,12,3,3,80,1,17,3,4,3,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
39,70,3,6,4,3,1,1,1122,4303,2404,7,21,4,4,80,0,8,2,1,2,2,2,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
30,88,1,1,3,2,3,3,829,20925,8474,1,22,4,3,80,0,12,2,3,11,8,5,8,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
59,52,2,6,2,3,1,3,818,25657,2267,8,17,3,4,80,0,7,2,2,2,2,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28,50,2,15,1,3,1,3,895,22482,2207,1,16,3,4,80,1,4,5,2,4,2,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
39,70,3,9,3,3,2,2,439,8770,6782,9,15,3,3,80,0,9,2,2,5,4,0,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
50,54,4,8,4,3,1,2,316,9983,3875,7,15,3,4,80,1,4,2,3,2,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
44,53,3,28,4,4,4,4,1448,11737,13320,3,18,3,3,80,1,23,2,3,12,11,11,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
33,54,4,29,1,2,2,3,827,3129,4508,1,22,4,2,80,0,14,4,3,13,7,3,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
50,53,3,11,3,3,5,2,1452,17053,19926,3,15,3,2,80,0,21,5,3,5,4,4,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
19,100,1,1,3,1,1,1,602,20989,2325,0,21,4,1,80,0,1,5,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
42,56,3,24,4,3,3,1,319,6950,7406,1,21,4,4,80,1,10,5,2,10,9,5,8,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38,80,3,14,3,3,2,2,1245,12355,9924,0,11,3,4,80,1,10,3,3,9,8,7,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
50,68,4,1,4,3,5,4,854,24118,19517,3,11,3,3,80,1,32,3,2,7,0,0,6,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
23,37,1,9,2,3,1,1,650,4344,2500,1,14,3,4,80,1,5,2,4,4,3,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
29,62,2,3,2,3,2,3,1176,3487,5561,1,14,3,1,80,1,6,5,2,6,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
31,54,2,2,1,3,1,3,1154,6393,3067,0,19,3,3,80,1,3,1,3,2,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
33,78,3,2,3,3,1,4,924,6670,2496,4,11,3,4,80,0,7,3,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
29,40,1,20,4,3,1,4,574,7003,3812,1,13,3,2,80,0,11,3,4,11,8,3,10,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
29,42,3,10,3,2,2,3,469,23413,5869,9,11,3,3,80,0,8,2,3,5,2,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
45,83,3,29,3,3,1,4,1316,9752,3452,5,13,3,2,80,0,9,2,2,6,5,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
45,70,3,1,3,4,5,4,252,15970,19202,0,11,3,3,80,1,25,2,3,24,0,1,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36,80,4,6,1,4,2,1,1302,19711,5562,3,13,3,4,80,1,9,3,3,3,2,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
37,51,4,1,1,2,2,3,1115,2689,5993,1,18,3,3,80,1,7,2,4,7,5,0,7,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
32,95,4,2,4,3,1,2,1259,24852,1393,1,12,3,1,80,0,1,2,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
24,89,3,9,2,3,1,1,381,16998,3172,2,11,3,3,80,0,4,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
28,66,2,8,4,3,1,4,1117,4488,3310,1,21,4,4,80,0,5,3,3,5,3,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
34,85,4,16,4,1,1,1,967,14460,2307,1,23,4,2,80,1,5,2,3,5,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
29,91,3,9,3,4,1,3,598,22376,2451,6,18,3,1,80,2,5,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
45,36,4,24,2,3,1,2,788,8318,2177,1,16,3,1,80,0,6,3,3,6,3,0,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30,72,2,9,3,3,2,3,879,12858,4695,7,18,3,3,80,0,10,3,3,8,4,1,7,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
24,61,3,1,2,3,1,4,813,3020,2293,2,16,3,1,80,1,6,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
31,42,4,9,3,2,1,2,408,7551,2657,0,16,3,4,80,0,3,5,3,2,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
54,52,3,3,4,3,2,1,1147,17011,5940,2,14,3,4,80,1,16,4,3,6,2,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
37,98,4,6,3,3,2,4,228,22825,6502,4,14,3,2,80,1,7,5,4,5,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
35,75,2,4,3,3,1,4,464,10910,1951,1,12,3,3,80,1,1,3,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
60,92,4,1,3,1,3,4,370,20467,10883,3,20,4,3,80,1,19,2,4,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
36,60,4,6,3,1,1,3,917,6865,2741,1,14,3,3,80,1,7,4,3,7,7,1,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
39,60,1,24,2,2,4,4,722,8828,12031,0,11,3,1,80,1,21,2,2,20,9,9,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
29,49,2,15,4,2,2,3,153,12682,4193,0,12,3,4,80,0,10,3,3,9,5,0,8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
27,54,4,3,1,2,1,4,1115,15174,2045,0,13,3,4,80,0,5,0,3,4,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
38,73,4,10,3,2,3,3,770,5569,8740,0,14,3,2,80,2,9,2,3,8,7,2,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
42,60,5,26,1,3,3,1,458,23281,13191,3,17,3,3,80,0,20,6,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
59,81,3,3,3,4,1,1,1324,9964,2670,4,20,4,1,80,3,12,3,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
42,35,2,2,4,3,4,1,469,14399,17665,0,17,3,4,80,1,23,3,3,22,6,13,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
26,37,3,21,1,3,1,3,1330,19373,2377,1,20,4,3,80,1,1,0,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
41,95,3,6,4,2,2,2,483,10110,6032,6,15,3,4,80,0,8,3,3,5,4,1,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
35,46,3,22,4,1,1,3,144,19225,4230,0,15,3,3,80,0,6,2,3,5,4,4,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
57,88,4,1,4,3,2,3,593,2967,6755,2,11,3,3,80,0,15,2,3,3,2,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
31,96,3,24,3,2,2,1,1062,17198,6812,1,19,3,2,80,0,10,2,3,10,9,1,8,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
59,32,4,2,3,2,5,4,1420,21922,18844,9,21,4,4,80,1,30,3,3,3,2,2,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
34,86,3,9,4,3,3,4,943,5494,8500,0,11,3,4,80,1,10,0,2,9,7,1,6,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
40,99,2,19,3,3,2,4,905,16523,2741,8,15,3,3,80,1,15,2,4,7,2,3,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
